Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
"1030405","Novodnistrovs'k","Novodnistrovs'k,Chernivtsi Oblast,Ukraine","21130","UA","City",Active
"1030406","Zviahel","Zviahel,Zhytomyr Oblast,Ukraine","21114","UA","City",Active
"1030408","Novoiavorivsk","Novoiavorivsk,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030409","Novomoskovs'k","Novomoskovs'k,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030410","Novomyrhorod","Novomyrhorod,Kirovohrad Oblast,Ukraine","21119","UA","City",Active
"1030411","Novooleksiivka","Novooleksiivka,Kherson Oblast,Ukraine","21126","UA","City",Active
"1030412","Novotroits'ke","Novotroits'ke,Kherson Oblast,Ukraine","21126","UA","City",Active
"1030413","Novoukrainka","Novoukrainka,Kirovohrad Oblast,Ukraine","21119","UA","City",Active
"1030414","Novovolynsk","Novovolynsk,Volyn Oblast,Ukraine","21110","UA","City",Active
"1030415","Novyi Buh","Novyi Buh,Mykolaiv Oblast,Ukraine","21581","UA","City",Active
"1030416","Novyi Rozdil","Novyi Rozdil,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030418","Obukhiv","Obukhiv,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030419","Ochakiv","Ochakiv,Mykolaiv Oblast,Ukraine","21581","UA","City",Active
"1030420","Okhtyrka","Okhtyrka,Sumy Oblast,Ukraine","21124","UA","City",Active
"1030422","Oleksandriya","Oleksandriya,Kirovohrad Oblast,Ukraine","21119","UA","City",Active
"1030423","Oleksandrivka","Oleksandrivka,Kirovohrad Oblast,Ukraine","21119","UA","City",Active
"1030424","Olevs'k","Olevs'k,Zhytomyr Oblast,Ukraine","21114","UA","City",Active
"1030425","Oprysheny","Oprysheny,Chernivtsi Oblast,Ukraine","21130","UA","City",Active
"1030426","Pokrov","Pokrov,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030427","Orikhiv","Orikhiv,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030428","Ostroh","Ostroh,Rivne Oblast,Ukraine","21582","UA","City",Active
"1030429","Ovidiopol'","Ovidiopol',Odesa Oblast,Ukraine","21122","UA","City",Active
"1030430","Ovruch","Ovruch,Zhytomyr Oblast,Ukraine","21114","UA","City",Active
"1030431","Pavlohrad","Pavlohrad,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030433","Perehins'ke","Perehins'ke,Ivano-Frankivsk Oblast,Ukraine","21117","UA","City",Active
"1030434","Pereiaslav","Pereiaslav,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030435","Pereshchepyne","Pereshchepyne,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030437","Pershotravens'k","Pershotravens'k,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030439","Pervomais'kyi","Pervomais'kyi,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030440","Pervomais'k","Pervomais'k,Mykolaiv Oblast,Ukraine","21581","UA","City",Active
"1030442","P'yatykhatky","P'yatykhatky,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030443","Pidhorodne","Pidhorodne,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030444","Pisochyn","Pisochyn,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030445","Pohrebyshche","Pohrebyshche,Vinnytsia Oblast,Ukraine","21109","UA","City",Active
"1030446","Pokotylivka","Pokotylivka,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030447","Pokrovs'ke","Pokrovs'ke,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030448","Polohy","Polohy,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030449","Polonne","Polonne,Khmelnytskyi Oblast,Ukraine","21127","UA","City",Active
"1030451","Pryluky","Pryluky,Chernihiv Oblast,Ukraine","21129","UA","City",Active
"1030453","Prymors'k","Prymors'k,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030454","Putyvl'","Putyvl',Sumy Oblast,Ukraine","21124","UA","City",Active
"1030455","Pyryatyn","Pyryatyn,Poltava Oblast,Ukraine","21123","UA","City",Active
"1030456","Radomyshl'","Radomyshl',Zhytomyr Oblast,Ukraine","21114","UA","City",Active
"1030457","Radyvyliv","Radyvyliv,Rivne Oblast,Ukraine","21582","UA","City",Active
"1030458","Rakhiv","Rakhiv,Zakarpattia Oblast,Ukraine","21115","UA","City",Active
"1030459","Reni","Reni,Odesa Oblast,Ukraine","21122","UA","City",Active
"1030460","Rivne","Rivne,Rivne Oblast,Ukraine","21582","UA","City",Active
"1030461","Rokytne","Rokytne,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030462","Romny","Romny,Sumy Oblast,Ukraine","21124","UA","City",Active
"1030464","Rozdil'na","Rozdil'na,Odesa Oblast,Ukraine","21122","UA","City",Active
"1030465","Rozhyshche","Rozhyshche,Volyn Oblast,Ukraine","21110","UA","City",Active
"1030468","Sambir","Sambir,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030469","Sarny","Sarny,Rivne Oblast,Ukraine","21582","UA","City",Active
"1030476","Snovsk","Snovsk,Chernihiv Oblast,Ukraine","21129","UA","City",Active
"1030477","Shepetivka","Shepetivka,Khmelnytskyi Oblast,Ukraine","21127","UA","City",Active
"1030478","Shostka","Shostka,Sumy Oblast,Ukraine","21124","UA","City",Active
"1030479","Shpola","Shpola,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030480","Shyroke","Shyroke,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030483","Skadovs'k","Skadovs'k,Kherson Oblast,Ukraine","21126","UA","City",Active
"1030484","Skvyra","Skvyra,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030485","Slavuta","Slavuta,Khmelnytskyi Oblast,Ukraine","21127","UA","City",Active
"1030486","Slavutych","Slavutych,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030488","Smila","Smila,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030489","Snyatyn","Snyatyn,Ivano-Frankivsk Oblast,Ukraine","21117","UA","City",Active
"1030490","Snihurivka","Snihurivka,Mykolaiv Oblast,Ukraine","21581","UA","City",Active
"1030492","Sokal","Sokal,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030494","Solonytsivka","Solonytsivka,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030495","Sosnivka","Sosnivka,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030500","Starokostyantyniv","Starokostyantyniv,Khmelnytskyi Oblast,Ukraine","21127","UA","City",Active
"1030501","Stebnyk","Stebnyk,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030502","Storozhynets'","Storozhynets',Chernivtsi Oblast,Ukraine","21130","UA","City",Active
"1030503","Stryi","Stryi,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030506","Svalyava","Svalyava,Zakarpattia Oblast,Ukraine","21115","UA","City",Active
"1030510","Svitlovods'k","Svitlovods'k,Kirovohrad Oblast,Ukraine","21119","UA","City",Active
"1030511","Synel'nykove","Synel'nykove,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030512","Tal'ne","Tal'ne,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030513","Tarashcha","Tarashcha,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030514","Taroms'ke","Taroms'ke,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030515","Tatarbunary","Tatarbunary,Odesa Oblast,Ukraine","21122","UA","City",Active
"1030516","Tavriis'k","Tavriis'k,Kherson Oblast,Ukraine","21126","UA","City",Active
"1030518","Terebovlya","Terebovlya,Ternopil Oblast,Ukraine","21292","UA","City",Active
"1030519","Ternivka","Ternivka,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030520","Tetiiv","Tetiiv,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030521","Tokmak","Tokmak,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030523","Trostyanets'","Trostyanets',Sumy Oblast,Ukraine","21124","UA","City",Active
"1030524","Truskavets","Truskavets,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030525","Oleshky","Oleshky,Kherson Oblast,Ukraine","21126","UA","City",Active
"1030526","Tul'chyn","Tul'chyn,Vinnytsia Oblast,Ukraine","21109","UA","City",Active
"1030527","Ukrainka","Ukrainka,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030529","Uman'","Uman',Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030530","Uzyn","Uzyn,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030532","Vasyl'kivka","Vasyl'kivka,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030533","Vasylivka","Vasylivka,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030534","Vasylkiv","Vasylkiv,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030535","Vatutine","Vatutine,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030536","Velykodolyns'ke","Velykodolyns'ke,Odesa Oblast,Ukraine","21122","UA","City",Active
"1030537","Verkhn'odniprovs'k","Verkhn'odniprovs'k,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030538","Vesele","Vesele,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030539","Vil'nyans'k","Vil'nyans'k,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030540","Vil'nohirs'k","Vil'nohirs'k,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030542","Volochys'k","Volochys'k,Khmelnytskyi Oblast,Ukraine","21127","UA","City",Active
"1030543","Volodymyr","Volodymyr,Volyn Oblast,Ukraine","21110","UA","City",Active
"1030544","Vovchans'k","Vovchans'k,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030545","Voznesens'k","Voznesens'k,Mykolaiv Oblast,Ukraine","21581","UA","City",Active
"1030547","Vynnyky","Vynnyky,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030548","Vynohradiv","Vynohradiv,Zakarpattia Oblast,Ukraine","21115","UA","City",Active
"1030549","Vyshhorod","Vyshhorod,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030550","Vyshneve","Vyshneve,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030551","Vysokyi","Vysokyi,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030552","Yahotyn","Yahotyn,Kyiv Oblast,Ukraine","21580","UA","City",Active
"1030553","Yakymivka","Yakymivka,Zaporizhia Oblast,Ukraine","21116","UA","City",Active
"1030554","Yampil'","Yampil',Vinnytsia Oblast,Ukraine","21109","UA","City",Active
"1030556","Yavoriv","Yavoriv,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030560","Slobozhanske","Slobozhanske,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030562","Yuzhne","Yuzhne,Odesa Oblast,Ukraine","21122","UA","City",Active
"1030563","Yuzhnoukrains'k","Yuzhnoukrains'k,Mykolaiv Oblast,Ukraine","21581","UA","City",Active
"1030564","Zbarazh","Zbarazh,Ternopil Oblast,Ukraine","21292","UA","City",Active
"1030565","Zdolbuniv","Zdolbuniv,Rivne Oblast,Ukraine","21582","UA","City",Active
"1030566","Zelenodolsk","Zelenodolsk,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030567","Zhashkiv","Zhashkiv,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030569","Zhmerynka","Zhmerynka,Vinnytsia Oblast,Ukraine","21109","UA","City",Active
"1030570","Zhovkva","Zhovkva,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030571","Zhovti Vody","Zhovti Vody,Dnipropetrovsk Oblast,Ukraine","21112","UA","City",Active
"1030572","Zhydachiv","Zhydachiv,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030573","Zin'kiv","Zin'kiv,Poltava Oblast,Ukraine","21123","UA","City",Active
"1030574","Zmiiv","Zmiiv,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030575","Znam'yanka","Znam'yanka,Kirovohrad Oblast,Ukraine","21119","UA","City",Active
"1030576","Zolochiv","Zolochiv,Kharkiv Oblast,Ukraine","21125","UA","City",Active
"1030577","Zolochiv","Zolochiv,Lviv Oblast,Ukraine","21121","UA","City",Active
"1030579","Zolotonosha","Zolotonosha,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030581","Zvenyhorodka","Zvenyhorodka,Cherkasy Oblast,Ukraine","21128","UA","City",Active
"1030583","Adelboden","Adelboden,Canton of Bern,Switzerland","20129","CH","City",Active
"1030584","Affoltern am Albis","Affoltern am Albis,Zurich,Switzerland","20151","CH","City",Active
"21105","Taitung County","Taitung County,Taiwan","2158","TW","County",Active
"21109","Vinnytsia Oblast","Vinnytsia Oblast,Ukraine","2804","UA","Region",Active
"21110","Volyn Oblast","Volyn Oblast,Ukraine","2804","UA","Region",Active
"21112","Dnipropetrovsk Oblast","Dnipropetrovsk Oblast,Ukraine","2804","UA","Region",Active
"21114","Zhytomyr Oblast","Zhytomyr Oblast,Ukraine","2804","UA","Region",Active
"21115","Zakarpattia Oblast","Zakarpattia Oblast,Ukraine","2804","UA","Region",Active
"21116","Zaporizhia Oblast","Zaporizhia Oblast,Ukraine","2804","UA","Region",Active
"21117","Ivano-Frankivsk Oblast","Ivano-Frankivsk Oblast,Ukraine","2804","UA","Region",Active
"21118","Kyiv city","Kyiv city,Ukraine","2804","UA","Region",Active
"21119","Kirovohrad Oblast","Kirovohrad Oblast,Ukraine","2804","UA","Region",Active
"2112","Belarus","Belarus","","BY","Country",Active
"21121","Lviv Oblast","Lviv Oblast,Ukraine","2804","UA","Region",Active
"21122","Odesa Oblast","Odesa Oblast,Ukraine","2804","UA","Region",Active
"21123","Poltava Oblast","Poltava Oblast,Ukraine","2804","UA","Region",Active
"21124","Sumy Oblast","Sumy Oblast,Ukraine","2804","UA","Region",Active
"21125","Kharkiv Oblast","Kharkiv Oblast,Ukraine","2804","UA","Region",Active
"21126","Kherson Oblast","Kherson Oblast,Ukraine","2804","UA","Region",Active
"21127","Khmelnytskyi Oblast","Khmelnytskyi Oblast,Ukraine","2804","UA","Region",Active
"21128","Cherkasy Oblast","Cherkasy Oblast,Ukraine","2804","UA","Region",Active
"21129","Chernihiv Oblast","Chernihiv Oblast,Ukraine","2804","UA","Region",Active
"21130","Chernivtsi Oblast","Chernivtsi Oblast,Ukraine","2804","UA","Region",Active
"21132","Alaska","Alaska,United States","2840","US","State",Active
"21133","Alabama","Alabama,United States","2840","US","State",Active
"21291","Aceh","Aceh,Indonesia","2360","ID","Province",Active
"21292","Ternopil Oblast","Ternopil Oblast,Ukraine","2804","UA","Region",Active
"21293","Yaracuy","Yaracuy,Venezuela","2862","VE","Province",Active
"21297","San Luis Province","San Luis Province,Argentina","2032","AR","Province",Active
"2158","Taiwan","Taiwan","","TW","Region",Active
"21580","Kyiv Oblast","Kyiv Oblast,Ukraine","2804","UA","Region",Active
"21581","Mykolaiv Oblast","Mykolaiv Oblast,Ukraine","2804","UA","Region",Active
"21582","Rivne Oblast","Rivne Oblast,Ukraine","2804","UA","Region",Active
"2162","Christmas Island","Christmas Island","","CX","Country",Active
"2166","Cocos (Keeling) Islands","Cocos (Keeling) Islands","","CC","Country",Active
"2798","Tuvalu","Tuvalu","","TV","Country",Active
"2800","Uganda","Uganda","","UG","Country",Active
"2804","Ukraine","Ukraine","","UA","Country",Active
"2807","North Macedonia","North Macedonia","","MK","Country",Active
"2818","Egypt","Egypt","","EG","Country",Active
"9041339","Boryspil International Airport","Boryspil International Airport,Kyiv Oblast,Ukraine","21580","UA","Airport",Active
"9041340","Miami International Airport","Miami International Airport,Florida,United States","21142","US","Airport",Active
"9041341","Portland International Jetport","Portland International Jetport,Maine,United States","21154","US","Airport",Active
"9061011","Holosiivs'kyi district","Holosiivs'kyi district,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061012","Obolonskyi District","Obolonskyi District,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061013","Pechers'kyi district","Pechers'kyi district,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061014","Podil's'kyi district","Podil's'kyi district,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061015","Shevchenkivs'kyi district","Shevchenkivs'kyi district,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061016","Solom'yans'kyi district","Solom'yans'kyi district,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061017","Svyatoshyns'kyi District","Svyatoshyns'kyi District,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061018","Darnyts'kyi District","Darnyts'kyi District,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061019","Desnyans'kyi District","Desnyans'kyi District,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061020","Dniprovs'kyi District","Dniprovs'kyi District,Kyiv city,Ukraine","21118","UA","Neighborhood",Active
"9061021","Ahuntsic-Cartierville","Ahuntsic-Cartierville,Quebec,Canada","20123","CA","Neighborhood",Active
"9061022","Cote-Des-Neiges—Notre-Dame-De-Grace","Cote-Des-Neiges—Notre-Dame-De-Grace,Quebec,Canada","20123","CA","Neighborhood",Active